"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000034152",790,1203,897,944,659,2276,1090,1422
"ENSG00000034239",9,6,6,5,12,12,4,1
"ENSG00000034510",10829,10179,16055,7516,16784,18635,10966,9693
"ENSG00000034533",129,86,131,46,146,116,145,72
"ENSG00000034677",761,790,829,566,710,833,689,864
"ENSG00000034693",290,191,355,164,433,377,245,182
"ENSG00000034713",1316,1377,1415,1165,1397,2074,1113,1470
"ENSG00000034971",336,254,1035,621,102,93,422,566
"ENSG00000035115",573,360,544,264,652,536,532,361
"ENSG00000035141",335,307,373,249,373,475,323,424
"ENSG00000035403",11418,16360,17309,15613,10103,26071,12510,24430
"ENSG00000035499",27,13,12,2,18,15,10,6
"ENSG00000035664",174,491,520,792,161,924,487,1320
"ENSG00000035681",1170,833,1287,637,1396,1169,1112,902
"ENSG00000035687",756,626,857,552,989,825,777,671
"ENSG00000035862",36898,31612,48710,35384,50093,63221,35647,40512
"ENSG00000035928",1120,906,1143,634,1313,1264,1046,984
"ENSG00000036054",1296,1211,1181,855,1451,1826,1059,1266
"ENSG00000036257",1634,1441,2001,1189,2351,2547,1412,1566
"ENSG00000036448",27,23,14,4,69,48,18,21
"ENSG00000036473",0,0,0,0,1,0,0,0
"ENSG00000036530",29,16,23,11,20,22,39,23
"ENSG00000036549",852,680,964,599,1045,1258,769,736
"ENSG00000036672",9,9,10,14,18,21,3,9
"ENSG00000037042",518,429,674,337,638,711,463,419
"ENSG00000037241",271,303,295,230,360,487,214,268
"ENSG00000037280",2,2,2,0,1,10,0,0
"ENSG00000037474",700,678,816,510,1060,1395,600,661
"ENSG00000037637",578,568,640,502,638,875,503,777
"ENSG00000037749",766,736,888,663,878,1283,746,833
"ENSG00000037757",202,196,235,113,245,357,90,100
"ENSG00000037897",50,45,75,33,80,111,69,38
"ENSG00000037965",7,7,12,4,29,31,58,50
"ENSG00000038002",823,464,738,404,504,713,680,533
"ENSG00000038210",461,431,417,286,379,448,425,352
"ENSG00000038219",2340,1842,2723,1370,3114,3401,2243,2427
"ENSG00000038274",1619,1837,1443,1459,1584,2352,1308,2013
"ENSG00000038295",12,5,37,9,7,8,0,0
"ENSG00000038358",701,642,783,427,837,1085,597,738
"ENSG00000038382",6353,5208,7611,3043,6941,8644,6732,5781
"ENSG00000038427",9624,6485,11227,3855,10844,10685,9587,8908
"ENSG00000038532",667,517,742,381,909,703,648,681
"ENSG00000038945",94,53,102,28,341,238,286,200
"ENSG00000039068",0,0,0,1,2,3,0,0
"ENSG00000039123",1272,1071,1452,882,1407,1662,1131,1092
"ENSG00000039139",142,117,304,92,267,435,233,198
"ENSG00000039319",1176,881,1213,632,1450,1713,972,900
"ENSG00000039523",1138,1257,1036,728,1101,1460,1043,1142
"ENSG00000039537",2,16,12,21,34,95,4,20
"ENSG00000039560",3717,4005,4846,3934,5125,11347,4062,5151
"ENSG00000039600",4,3,4,3,4,8,2,3
"ENSG00000039650",437,303,391,153,386,476,291,220
"ENSG00000039987",0,1,0,0,0,2,0,2
"ENSG00000040199",240,229,296,218,342,486,268,401
"ENSG00000040275",231,210,352,122,203,297,215,162
"ENSG00000040341",635,448,800,432,760,859,524,593
"ENSG00000040487",219,252,219,155,271,373,212,255
"ENSG00000040531",462,385,567,306,615,678,502,586
"ENSG00000040608",1,1,5,0,1,2,2,0
"ENSG00000040633",879,757,849,459,1262,1089,737,569
"ENSG00000040731",107,42,108,15,35,6,207,51
"ENSG00000040933",751,571,835,519,764,1002,681,654
"ENSG00000041353",37,14,17,5,357,91,24,11
"ENSG00000041357",1248,1183,1516,952,1467,1477,1081,1000
"ENSG00000041515",7,11,5,9,4,20,4,21
"ENSG00000041802",438,470,590,348,640,874,444,524
"ENSG00000041880",401,402,458,224,379,403,387,367
"ENSG00000041982",3318,1037,7317,2925,2468,2221,6527,3678
"ENSG00000041988",196,179,242,124,222,253,202,174
"ENSG00000042062",1600,1808,1282,656,2182,2609,1118,1378
"ENSG00000042088",207,137,235,107,276,207,214,181
"ENSG00000042286",457,641,562,467,514,1082,413,720
"ENSG00000042304",0,0,1,0,0,0,0,1
"ENSG00000042317",233,152,249,138,283,247,218,175
"ENSG00000042429",400,362,414,302,450,567,288,375
"ENSG00000042445",1289,1137,1676,863,1534,1852,1030,1025
"ENSG00000042493",861,866,1124,613,851,1032,1373,1301
"ENSG00000042753",1102,1173,1406,839,1207,1949,983,1103
"ENSG00000042781",4,0,3,2,6,7,6,3
"ENSG00000042832",13,13,51,21,57,74,22,50
"ENSG00000042980",3,4,12,3,13,44,9,17
"ENSG00000043093",702,617,716,504,824,971,585,667
"ENSG00000043143",1465,1716,1633,1042,1593,2251,1176,1613
"ENSG00000043514",221,186,321,155,291,392,208,190
"ENSG00000044090",1313,753,1650,581,1421,1354,1195,911
"ENSG00000044115",7106,6407,9696,5627,8672,12397,7238,8018
"ENSG00000044446",321,318,387,245,356,573,322,406
"ENSG00000044459",490,373,690,349,790,658,387,349
"ENSG00000044524",43,23,35,46,39,35,79,88
"ENSG00000044574",16591,13418,19997,7565,16910,41484,10577,7728
"ENSG00000046604",17,6,69,31,0,1,63,39
"ENSG00000046647",323,347,380,216,364,444,403,379
"ENSG00000046651",375,270,557,418,665,1036,688,546
"ENSG00000046653",111,324,303,1395,718,5450,250,1075
"ENSG00000046774",0,0,1,0,1,1,1,1
"ENSG00000046889",78,28,104,29,5,7,16,5
"ENSG00000047056",524,525,557,434,550,717,476,618
"ENSG00000047188",713,747,713,458,729,1055,662,688
"ENSG00000047230",352,249,299,214,353,381,337,356
"ENSG00000047249",881,737,969,634,950,1012,754,897
"ENSG00000047315",2435,2020,2534,1475,2746,3279,2060,2053
"ENSG00000047346",673,541,726,460,746,596,612,722
"ENSG00000047365",48,36,145,55,8,11,59,39
"ENSG00000047410",4239,3729,5533,3012,5640,6603,4260,4416
"ENSG00000047457",7,10,16,16,6,12,13,16
"ENSG00000047578",853,602,954,560,987,1091,696,750
"ENSG00000047579",244,235,256,159,276,290,227,242
"ENSG00000047597",1,0,1,0,0,2,1,4
"ENSG00000047617",7,7,15,15,14,20,6,8
"ENSG00000047621",451,353,490,193,564,535,358,261
"ENSG00000047634",360,444,561,324,428,596,409,483
"ENSG00000047644",1184,1395,1735,979,1711,2939,1277,1665
"ENSG00000047648",613,644,454,198,399,469,441,476
"ENSG00000047662",9,1,7,10,3,11,4,4
"ENSG00000047849",15532,14351,19186,11680,19374,24938,12804,15744
"ENSG00000047932",1497,1210,1789,893,1830,1764,1362,1286
"ENSG00000047936",0,2,1,1,6,3,0,0
"ENSG00000048028",535,475,528,323,722,932,474,438
"ENSG00000048052",344,220,512,205,587,491,426,323
"ENSG00000048140",809,760,914,657,1064,1491,755,916
"ENSG00000048162",93,102,112,107,106,247,106,111
"ENSG00000048342",1050,742,993,442,1198,968,827,635
"ENSG00000048392",1583,1223,1624,952,1606,1802,1360,1337
"ENSG00000048405",317,320,340,295,379,579,314,411
"ENSG00000048462",0,0,0,0,0,1,1,0
"ENSG00000048471",1646,1554,2513,2140,1820,2481,1719,3112
"ENSG00000048540",22,58,29,48,61,219,30,54
"ENSG00000048544",827,631,962,595,877,1085,685,596
"ENSG00000048545",2,2,17,4,10,4,4,0
"ENSG00000048649",1536,1289,1731,996,2001,2281,1461,1612
"ENSG00000048707",2343,2886,3223,2889,2527,4673,2554,4540
"ENSG00000048740",4800,6502,4288,4974,3689,7679,3694,8988
"ENSG00000048828",3408,3239,3983,2278,4393,6147,3119,3446
"ENSG00000048991",566,467,631,307,734,639,451,423
"ENSG00000049089",73,37,103,34,112,83,83,47
"ENSG00000049130",2854,1863,3388,1909,4782,5628,2059,2251
"ENSG00000049167",182,118,183,75,156,190,125,113
"ENSG00000049192",155,134,223,89,249,235,100,57
"ENSG00000049239",5730,5511,6852,5162,4823,9033,5349,7229
"ENSG00000049245",3167,2808,3839,2689,3846,4867,2826,3343
"ENSG00000049246",287,49,304,80,387,85,380,51
"ENSG00000049247",0,0,2,0,2,1,0,0
"ENSG00000049249",0,0,1,0,1,0,0,0
"ENSG00000049283",20,11,16,3,13,13,16,8
"ENSG00000049319",0,1,2,0,0,3,0,1
"ENSG00000049323",14321,21629,19972,17205,18825,32452,13569,25225
"ENSG00000049449",5167,4012,5163,2857,6323,7971,4493,4038
"ENSG00000049540",4242,8030,7801,6454,2780,6282,5698,13802
"ENSG00000049541",162,113,206,66,148,171,134,113
"ENSG00000049618",1978,1556,1760,919,2309,2428,1673,1595
"ENSG00000049656",1424,1407,1559,1065,1645,2534,1187,1411
"ENSG00000049759",1631,607,2014,368,1927,1476,1526,782
"ENSG00000049768",2,2,4,2,2,4,1,3
"ENSG00000049769",113,80,110,70,126,103,80,77
"ENSG00000049860",3765,2979,5221,3307,5944,6917,4005,4020
"ENSG00000049883",197,112,244,114,185,215,157,148
"ENSG00000050130",898,760,1174,734,1252,1459,817,864
"ENSG00000050165",12772,12887,20913,13000,18869,27144,15966,21281
"ENSG00000050327",302,251,974,540,401,574,447,466
"ENSG00000050344",196,156,235,121,347,408,172,198
"ENSG00000050393",474,490,513,408,577,823,496,775
"ENSG00000050405",6327,5606,13017,5367,12691,15242,8344,5943
"ENSG00000050426",971,764,1104,656,1012,934,892,929
"ENSG00000050438",46,29,92,55,115,105,55,38
"ENSG00000050555",74,44,44,22,164,248,61,47
"ENSG00000050628",350,288,515,214,452,363,282,288
"ENSG00000050730",2,0,1,0,7,4,0,2
"ENSG00000050748",919,768,1032,608,1023,1164,807,850
"ENSG00000050767",0,3,0,0,0,1,0,2
"ENSG00000050820",1118,1141,1190,619,1423,2325,1022,1054
"ENSG00000051009",436,400,494,272,507,569,405,460
"ENSG00000051108",1702,2377,2113,2047,2090,3951,1430,2707
"ENSG00000051128",407,326,444,195,520,556,440,407
"ENSG00000051180",15,37,37,41,26,58,44,66
"ENSG00000051341",23,13,25,14,24,13,33,27
"ENSG00000051382",296,257,366,295,389,580,284,442
"ENSG00000051523",756,799,693,428,551,845,621,784
"ENSG00000051596",301,207,458,250,296,322,253,216
"ENSG00000051620",988,1166,1174,910,1250,1800,934,1343
"ENSG00000051825",272,173,313,148,290,242,240,172
"ENSG00000052126",1499,1105,1784,926,2218,1721,1275,1178
"ENSG00000052344",0,0,0,0,1,0,0,0
"ENSG00000052723",767,637,850,485,775,924,665,622
"ENSG00000052749",270,255,315,188,416,565,287,247
"ENSG00000052795",474,469,501,336,704,871,488,604
"ENSG00000052802",376,283,433,237,307,364,258,241
"ENSG00000052841",2150,1825,2627,1423,3038,3090,2171,2147
"ENSG00000052850",9,0,4,0,0,6,64,22
"ENSG00000053254",3595,3488,3253,2995,4266,5333,2870,4724
"ENSG00000053328",23,8,23,6,2,3,12,10
"ENSG00000053371",986,907,985,603,963,1218,835,912
"ENSG00000053372",302,318,375,253,369,616,314,320
"ENSG00000053438",40,42,32,20,21,24,70,38
"ENSG00000053501",328,276,381,165,331,368,273,246
"ENSG00000053524",4,10,1,1,7,7,5,6
"ENSG00000053702",29,28,50,25,43,44,44,33
"ENSG00000053747",927,1358,513,951,1378,2127,793,1647
"ENSG00000053770",514,430,644,346,620,763,438,478
"ENSG00000053900",549,487,638,362,580,732,525,548
"ENSG00000053918",0,1,0,0,1,0,0,0
"ENSG00000054116",724,718,823,488,784,1033,673,671
"ENSG00000054118",2878,2240,3505,1754,3654,3745,2777,2475
"ENSG00000054148",1118,873,917,370,891,1070,654,515
"ENSG00000054179",2,0,4,0,1,1,4,1
"ENSG00000054219",6,5,8,14,4,16,15,26
"ENSG00000054267",1070,852,1342,685,1411,1523,989,1048
"ENSG00000054277",128,142,74,98,85,199,112,200
"ENSG00000054282",444,327,582,277,629,464,662,555
"ENSG00000054356",32,28,17,5,14,4,21,10
"ENSG00000054392",106,79,128,67,136,104,89,91
"ENSG00000054523",1556,1481,1666,1122,1707,2079,1343,1671
"ENSG00000054598",449,337,412,237,615,701,613,496
"ENSG00000054611",606,508,752,401,654,869,528,589
"ENSG00000054654",1901,1083,1976,1275,1455,2043,1389,2402
"ENSG00000054690",19,12,9,1,14,18,11,6
"ENSG00000054793",2737,2052,3503,2370,3298,5126,3244,3924
"ENSG00000054796",0,0,0,0,1,0,0,0
"ENSG00000054938",88,23,146,15,196,117,152,70
"ENSG00000054965",1801,1321,2109,938,2075,2151,1676,1496
"ENSG00000054967",16,7,7,6,13,20,17,9
"ENSG00000054983",654,666,702,480,753,1091,470,649
"ENSG00000055044",499,481,554,386,592,867,455,438
"ENSG00000055070",2181,2026,2615,1612,2493,4055,1972,2469
"ENSG00000055118",54,17,22,1,2,1,11,16
"ENSG00000055130",1165,1306,1255,838,1456,2238,1117,1271
"ENSG00000055147",561,476,623,359,581,825,433,445
"ENSG00000055163",533,211,392,95,479,313,241,143
"ENSG00000055208",1631,1330,1817,1198,2140,2503,1357,1621
"ENSG00000055211",1911,1942,2875,2121,2576,3516,2011,2506
"ENSG00000055332",2158,1606,2168,1134,2337,2572,1802,1659
"ENSG00000055483",892,907,811,541,841,1160,772,855
"ENSG00000055609",2294,1682,2112,995,2603,2717,2051,1972
"ENSG00000055732",145,131,116,51,116,99,108,65
"ENSG00000055813",21,9,44,4,7,5,59,27
"ENSG00000055917",2309,2042,2321,1576,2531,3165,2104,2497
"ENSG00000055950",637,474,680,330,625,821,447,475
"ENSG00000055955",1,2,1,0,0,4,2,0
"ENSG00000055957",0,0,0,0,1,0,0,0
"ENSG00000056050",348,304,311,191,440,365,295,255
"ENSG00000056097",2521,2472,3222,2071,3872,4988,2561,3010
"ENSG00000056277",182,123,185,55,263,247,139,121
"ENSG00000056291",0,0,0,0,0,0,1,0
"ENSG00000056558",182,253,279,163,171,216,203,260
"ENSG00000056586",1130,1237,1480,1131,1500,2217,1086,1478
"ENSG00000056661",634,500,887,398,927,864,578,487
"ENSG00000056736",103,46,108,30,83,49,122,61
"ENSG00000056972",465,465,485,338,694,840,352,527
"ENSG00000056998",232,227,311,180,301,510,211,263
"ENSG00000057019",2252,1854,2439,1442,3572,3982,2283,2191
"ENSG00000057252",967,1379,969,1012,1091,1687,1016,1661
"ENSG00000057294",12,57,9,11,1,14,3,7
"ENSG00000057468",5,2,2,1,5,2,9,6
"ENSG00000057593",3,6,11,7,1,9,4,4
"ENSG00000057608",3670,3041,3815,2234,3766,4671,2961,3003
"ENSG00000057657",118,129,163,251,175,467,88,331
"ENSG00000057663",516,534,557,461,619,857,503,542
"ENSG00000057704",16,31,15,25,9,12,16,23
"ENSG00000057757",502,408,565,365,624,632,488,467
"ENSG00000057935",810,620,1002,487,1098,1093,826,775
"ENSG00000058056",349,347,400,356,475,741,386,469
"ENSG00000058063",1315,1538,1687,1190,1633,2356,1504,2105
"ENSG00000058085",52,93,66,61,63,115,35,89
"ENSG00000058091",1280,983,1486,920,1704,1843,1288,1484
"ENSG00000058262",10534,7508,12744,5762,11814,13261,9740,7216
"ENSG00000058272",1498,1502,1766,1350,1842,2698,1290,1695
"ENSG00000058335",1,0,2,3,3,4,0,0
"ENSG00000058404",3,1,2,2,0,2,5,0
"ENSG00000058453",644,609,567,312,648,807,628,646
"ENSG00000058600",460,526,523,329,553,719,386,512
"ENSG00000058668",9975,7392,16375,7484,12933,17286,10602,9607
"ENSG00000058673",4157,3466,4268,2728,4541,5106,3541,3634
"ENSG00000058729",339,292,424,219,477,495,326,282
"ENSG00000058799",333,391,507,388,528,806,354,470
"ENSG00000058804",279,227,323,191,282,364,246,174
"ENSG00000058866",1,0,0,0,0,0,0,0
"ENSG00000059122",1427,1301,1726,922,1046,1032,1255,1466
"ENSG00000059145",633,667,697,475,714,970,551,741
"ENSG00000059377",11,20,12,5,28,16,13,10
"ENSG00000059378",251,240,256,199,295,320,203,212
"ENSG00000059573",1754,1075,1761,731,1914,2299,1500,961
"ENSG00000059588",415,250,466,235,374,464,379,253
"ENSG00000059691",379,266,421,208,462,403,302,294
"ENSG00000059728",230,165,208,139,212,200,178,171
"ENSG00000059758",862,691,1016,427,1155,1149,860,651
"ENSG00000059769",229,177,308,199,366,534,225,250
"ENSG00000059804",1408,970,1166,676,1455,2388,1019,981
"ENSG00000059915",148,110,135,65,218,229,151,95
"ENSG00000060069",496,460,463,328,557,900,383,478
"ENSG00000060138",4423,5386,4298,3676,5155,6862,3326,5840
"ENSG00000060140",1,0,3,0,2,4,0,1
"ENSG00000060237",5219,4067,6279,3355,7282,7793,5193,5254
"ENSG00000060303",3,2,0,0,1,0,1,1
"ENSG00000060339",1521,1485,1548,994,2412,2357,1409,1459
"ENSG00000060491",1256,1199,1153,654,1128,1485,935,1088
"ENSG00000060558",0,0,1,0,0,0,0,0
"ENSG00000060566",0,0,1,0,0,0,0,0
"ENSG00000060642",244,250,401,265,309,395,264,364
"ENSG00000060656",400,399,500,235,365,612,316,366
"ENSG00000060688",460,411,541,289,599,706,428,392
"ENSG00000060709",0,0,2,0,2,0,0,0
"ENSG00000060718",56,228,286,722,77,549,97,678
"ENSG00000060749",1143,807,1109,591,1254,1499,1087,975
"ENSG00000060762",281,314,323,280,260,378,227,341
"ENSG00000060971",487,530,615,382,625,680,437,473
"ENSG00000060982",1962,1650,2613,1524,2427,3210,2945,2936
"ENSG00000061273",2487,3251,2742,2217,2285,4049,2193,3620
"ENSG00000061337",93,30,125,31,92,74,76,41
"ENSG00000061455",1182,952,1038,604,1056,999,593,774
"ENSG00000061656",65,75,122,50,92,202,76,123
"ENSG00000061676",5065,4904,5456,4421,6390,8569,5264,6190
"ENSG00000061794",500,540,598,448,635,804,516,596
"ENSG00000061918",1758,2052,1875,1197,1542,1091,1746,1598
"ENSG00000061936",825,692,1012,513,961,1050,774,778
"ENSG00000061938",643,515,523,238,594,584,469,425
"ENSG00000061987",1337,1105,1611,824,1644,1957,1271,1146
"ENSG00000062038",1,0,1,1,1,4,1,1
"ENSG00000062096",1,0,0,0,1,0,0,1
"ENSG00000062194",1159,865,1316,712,1303,1412,1065,944
"ENSG00000062282",13,15,10,5,43,31,18,11
"ENSG00000062370",118,136,149,90,142,184,105,125
"ENSG00000062485",1794,1621,1908,1074,2161,2142,1474,1437
"ENSG00000062524",3,4,0,0,2,2,2,1
"ENSG00000062582",20,9,10,5,22,20,8,11
"ENSG00000062598",1196,1256,1252,870,1353,1558,1078,1247
"ENSG00000062650",1039,946,1299,792,1360,1761,1002,1077
"ENSG00000062716",2508,3351,3109,2738,3205,4799,2011,3166
"ENSG00000062725",1809,1445,1815,1219,2493,2412,1593,1490
"ENSG00000062822",159,112,135,45,159,172,110,87
"ENSG00000063015",0,2,2,1,3,3,3,0
"ENSG00000063046",11641,10304,12853,7771,12860,13259,9257,9505
"ENSG00000063127",30,16,35,16,43,30,47,15
"ENSG00000063169",219,267,250,196,247,436,193,258
"ENSG00000063176",223,206,289,203,267,330,182,189
"ENSG00000063177",9957,9400,9726,4222,9042,10363,6666,6732
"ENSG00000063180",78,51,169,83,142,105,140,90
"ENSG00000063241",416,338,416,197,454,616,298,280
"ENSG00000063244",2283,1695,2440,1004,2493,2921,1839,1634
"ENSG00000063245",2553,2577,2576,1515,2335,3240,1784,2182
"ENSG00000063322",1281,1136,1558,949,1515,1831,1234,1407
"ENSG00000063438",492,345,803,318,957,986,832,528
"ENSG00000063587",551,639,553,355,630,924,449,659
"ENSG00000063601",727,624,819,474,853,976,654,689
"ENSG00000063660",6139,3359,6541,2403,4979,5816,4310,3524
"ENSG00000063761",107,102,128,64,138,126,113,102
"ENSG00000063854",315,306,401,279,324,464,336,431
"ENSG00000063978",1132,1011,1305,793,1410,1659,1022,1061
"ENSG00000064012",339,220,443,224,432,468,323,319
"ENSG00000064042",495,313,465,226,549,821,259,329
"ENSG00000064102",398,366,434,234,547,641,292,291
"ENSG00000064115",1220,1379,1249,1457,1145,2149,872,2041
"ENSG00000064199",58,44,115,73,111,129,91,81
"ENSG00000064201",37,12,20,5,28,8,23,7
"ENSG00000064205",1468,493,4508,1566,3316,2107,1753,1004
"ENSG00000064225",30,11,50,19,42,44,39,30
"ENSG00000064270",1,4,0,1,3,6,4,1
"ENSG00000064300",1,5,2,0,2,4,0,0
"ENSG00000064309",579,103,600,141,330,245,698,165
"ENSG00000064313",755,667,846,552,949,1205,740,755
"ENSG00000064393",2170,2889,2128,1627,2629,4883,1978,3226
"ENSG00000064419",1189,965,1390,749,1527,1664,1121,1125
"ENSG00000064489",0,1,0,1,1,2,0,0
"ENSG00000064490",266,267,369,188,357,435,224,224
"ENSG00000064545",357,307,304,169,331,509,259,284
"ENSG00000064547",30,28,47,19,61,67,37,39
"ENSG00000064601",6812,4712,9597,4555,9453,9436,7527,6497
"ENSG00000064607",1264,1163,1461,676,1469,1619,1076,942
"ENSG00000064651",367,425,636,331,541,617,528,530
"ENSG00000064652",213,260,237,210,306,508,191,295
"ENSG00000064655",63,59,202,109,69,91,105,121
"ENSG00000064666",5592,7621,8185,7553,7064,18338,5931,9340
"ENSG00000064687",159,92,252,65,241,174,145,86
"ENSG00000064692",98,45,77,14,29,6,51,20
"ENSG00000064703",301,326,369,254,373,598,241,283
"ENSG00000064726",1788,1645,2454,1550,2595,3474,1686,1876
"ENSG00000064763",197,287,244,190,352,464,225,273
"ENSG00000064787",3,1,14,1,1,0,12,3
"ENSG00000064835",0,0,0,0,0,0,0,1
"ENSG00000064886",1051,1227,1535,797,2099,2230,1066,879
"ENSG00000064932",1310,1259,1170,725,1205,1982,855,1169
"ENSG00000064933",327,453,384,349,397,725,391,451
"ENSG00000064961",1081,1058,1126,697,1275,1708,902,1196
"ENSG00000064989",64,37,49,15,55,48,24,17
"ENSG00000064995",192,167,257,146,184,286,181,167
"ENSG00000064999",607,592,823,547,813,948,606,735
"ENSG00000065000",4182,3404,4526,2498,5005,6072,3371,3530
"ENSG00000065029",426,376,562,298,589,623,413,404
"ENSG00000065054",925,679,906,369,1068,1788,955,754
"ENSG00000065057",93,86,116,52,115,143,91,74
"ENSG00000065060",402,303,429,223,481,504,322,341
"ENSG00000065135",1977,1642,1783,1289,1912,2458,1644,1719
"ENSG00000065150",4331,3368,5104,2861,4661,5337,4973,4125
"ENSG00000065154",2977,2765,3537,2170,2897,3550,2832,2898
"ENSG00000065183",500,403,529,306,563,790,406,437
"ENSG00000065243",1447,1256,1463,938,1662,1990,1228,1386
"ENSG00000065268",337,331,270,139,278,529,220,261
"ENSG00000065308",9723,9710,10219,7105,11266,14939,8476,9892
"ENSG00000065320",4671,5628,4696,3591,2034,3722,3401,5368
"ENSG00000065325",2,8,3,0,11,12,0,0
"ENSG00000065328",7,5,6,4,12,8,8,5
"ENSG00000065357",1058,898,1175,589,1134,1238,815,848
"ENSG00000065361",5,3,45,26,14,29,16,29
"ENSG00000065371",1,0,0,0,0,0,0,0
"ENSG00000065413",91,58,151,101,178,167,146,159
"ENSG00000065427",1919,1948,2286,1237,2309,3054,1447,1527
"ENSG00000065457",267,237,328,154,358,318,236,203
"ENSG00000065485",737,586,873,449,815,925,884,740
"ENSG00000065491",348,262,374,161,412,342,315,227
"ENSG00000065518",761,568,935,454,1077,1083,690,594
"ENSG00000065526",1174,1612,1208,1079,1379,2144,1020,2002
"ENSG00000065534",16718,16120,26734,14932,21127,28377,15489,14970
"ENSG00000065548",828,710,962,536,1070,1192,743,616
"ENSG00000065559",609,537,627,418,784,916,511,632
"ENSG00000065600",83,75,110,59,125,108,97,80
"ENSG00000065609",1,0,0,0,0,1,0,2
"ENSG00000065613",1647,1471,1695,1184,1871,2327,1668,1809
"ENSG00000065615",362,272,315,167,374,417,224,230
"ENSG00000065618",1,1,1,0,3,2,2,2
"ENSG00000065621",18,26,106,49,73,75,43,50
"ENSG00000065665",147,101,158,69,204,165,145,103
"ENSG00000065675",1,0,0,3,1,2,0,0
"ENSG00000065717",256,428,154,134,178,431,156,220
"ENSG00000065802",1138,1160,1164,796,1144,1845,1076,1368
"ENSG00000065809",2677,1319,4865,1112,3015,2180,2546,1217
"ENSG00000065833",793,504,873,381,1327,778,616,388
"ENSG00000065882",563,732,800,760,752,1370,655,873
"ENSG00000065883",1151,1063,1234,810,1421,1768,1015,1217
"ENSG00000065911",438,481,493,446,437,336,508,687
"ENSG00000065923",301,180,702,223,647,754,438,342
